"pathway_name","ligand","receptor"
"BMP","Bmp8a","ACVR1_ACVR2B"
"BMP","Bmp8a","ACVR1_BMPR2"
"BMP","Bmp8a","BMPR1A_ACVR2A"
"BMP","Bmp8a","BMPR1A_ACVR2B"
"BMP","Bmp8a","BMPR1A_BMPR2"
"BMP","Bmp8a","BMPR1B_ACVR2A"
"BMP","Bmp8a","BMPR1B_ACVR2B"
"BMP","Bmp8a","BMPR1B_BMPR2"
"BMP","Bmp8b","ACVR1_ACVR2A"
"BMP","Bmp8b","ACVR1_ACVR2B"
"BMP","Bmp8b","ACVR1_BMPR2"
"BMP","Bmp8b","BMPR1A_ACVR2A"
"BMP","Bmp8b","BMPR1A_ACVR2B"
"BMP","Bmp8b","BMPR1A_BMPR2"
"BMP","Bmp8b","BMPR1B_ACVR2A"
"BMP","Bmp8b","BMPR1B_ACVR2B"
"BMP","Bmp8b","BMPR1B_BMPR2"
"BMP10","Bmp10","ACVRL1_BMPR2"
"BMP10","Bmp10","ACVRL1_ACVR2A"
"BMP10","Gdf2","ACVRL1_BMPR2"
"BMP10","Gdf2","ACVRL1_ACVR2A"
"GDF","Gdf9","ACVR1B_BMPR2"
"GDF","Gdf10","ACVR1B_ACVR2A"
"GDF","Gdf11","TGFBR1_ACVR2A"
"GDF","Gdf11","TGFBR1_ACVR2B"
"GDF","Gdf11","ACVR1B_ACVR2B"
"GDF","Gdf15","Tgfbr2"
"MSTN","Mstn","TGFBR1_ACVR2B"
"MSTN","Mstn","ACVR1B_ACVR2B"
"MSTN","Mstn","ACVR1B_ACVR2A"
"MSTN","Mstn","TGFBR1_ACVR2A"
"AMH","Amh","AMHR2_ACVR1"
"AMH","Amh","AMHR2_BMPR1A"
"GDNF","Gdnf","GFRA1_RET"
"GDNF","Nrtn","GFRA2_RET"
"GDNF","Artn","GFRA3_RET"
"GDNF","Pspn","GFRA4_RET"
"GDNF","Artn","GFRA1_RET"
"NODAL","Nodal","ACVR1B_ACVR2A_CFC1"
"NODAL","Nodal","ACVR1C_ACVR2A_CFC1"
"NODAL","Nodal","ACVR1B_ACVR2B_CFC1"
"NODAL","Nodal","ACVR1C_ACVR2B_CFC1"
"NODAL","Gdf1","ACVR1B_ACVR2A_CFC1"
"NODAL","Gdf1","ACVR1B_ACVR2B_CFC1"
"NODAL","Gdf1","ACVR1C_ACVR2A_CFC1"
"NODAL","Gdf1","ACVR1C_ACVR2B_CFC1"
"NODAL","Gdf3","ACVR1B_ACVR2A_CFC1"
"NODAL","Gdf3","ACVR1B_ACVR2B_CFC1"
"NODAL","Gdf3","ACVR1C_ACVR2A_CFC1"
"NODAL","Gdf3","ACVR1C_ACVR2B_CFC1"
"ACTIVIN","Inhba","ACVR1B_ACVR2A"
"ACTIVIN","Inhba","ACVR1B_ACVR2B"
"ACTIVIN","Inhbb","ACVR1B_ACVR2A"
"ACTIVIN","Inhbb","ACVR1B_ACVR2B"
"ACTIVIN","Inhbb","ACVR1C_ACVR2A"
"ACTIVIN","Inhbb","ACVR1C_ACVR2B"
"ACTIVIN","Inhbc","ACVR1B_ACVR2A"
"ACTIVIN","Inhbc","ACVR1B_ACVR2B"
"ACTIVIN","Inhbc","ACVR1C_ACVR2A"
"ACTIVIN","Inhbc","ACVR1C_ACVR2B"
"ACTIVIN","Inhbe","ACVR1B_ACVR2A"
"ACTIVIN","Inhbe","ACVR1B_ACVR2B"
"ACTIVIN","Inhbe","ACVR1C_ACVR2A"
"ACTIVIN","Inhbe","ACVR1C_ACVR2B"
"ACTIVIN","Activin AB","ACVR1B_ACVR2A"
"ACTIVIN","Activin AB","ACVR1B_ACVR2B"
"ACTIVIN","Activin AB","ACVR1C_ACVR2A"
"ACTIVIN","Activin AB","ACVR1C_ACVR2B"
"ACTIVIN","Inhibin A","Acvr2a"
"ACTIVIN","Inhibin B","Acvr2b"
"WNT","Wnt1","FZD1_LRP5"
"WNT","Wnt1","FZD10_LRP5"
"WNT","Wnt1","FZD2_LRP5"
"WNT","Wnt1","FZD3_LRP5"
"WNT","Wnt1","FZD4_LRP5"
"WNT","Wnt1","FZD5_LRP5"
"WNT","Wnt1","FZD6_LRP5"
"WNT","Wnt1","FZD7_LRP5"
"WNT","Wnt1","FZD8_LRP5"
"WNT","Wnt1","FZD9_LRP5"
"WNT","Wnt10a","FZD1_LRP5"
"WNT","Wnt10a","FZD10_LRP5"
"WNT","Wnt10a","FZD2_LRP5"
"WNT","Wnt10a","FZD3_LRP5"
"WNT","Wnt10a","FZD4_LRP5"
"WNT","Wnt10a","FZD5_LRP5"
"WNT","Wnt10a","FZD6_LRP5"
"WNT","Wnt10a","FZD7_LRP5"
"WNT","Wnt10a","FZD8_LRP5"
"WNT","Wnt10a","FZD9_LRP5"
"WNT","Wnt10b","FZD1_LRP5"
"WNT","Wnt10b","FZD10_LRP5"
"WNT","Wnt10b","FZD2_LRP5"
"WNT","Wnt10b","FZD3_LRP5"
"WNT","Wnt10b","FZD4_LRP5"
"WNT","Wnt10b","FZD5_LRP5"
"WNT","Wnt10b","FZD6_LRP5"
"WNT","Wnt10b","FZD7_LRP5"
"WNT","Wnt10b","FZD8_LRP5"
"WNT","Wnt10b","FZD9_LRP5"
"WNT","Wnt16","FZD1_LRP5"
"WNT","Wnt16","FZD10_LRP5"
"WNT","Wnt16","FZD2_LRP5"
"WNT","Wnt16","FZD3_LRP5"
"WNT","Wnt16","FZD4_LRP5"
"WNT","Wnt16","FZD5_LRP5"
"WNT","Wnt16","FZD6_LRP5"
"WNT","Wnt16","FZD7_LRP5"
"WNT","Wnt16","FZD8_LRP5"
"WNT","Wnt16","FZD9_LRP5"
"WNT","Wnt2","FZD1_LRP5"
"WNT","Wnt2","FZD10_LRP5"
"WNT","Wnt2","FZD2_LRP5"
"WNT","Wnt2","FZD3_LRP5"
"WNT","Wnt2","FZD4_LRP5"
"WNT","Wnt2","FZD5_LRP5"
"WNT","Wnt2","FZD6_LRP5"
"WNT","Wnt2","FZD7_LRP5"
"WNT","Wnt2","FZD8_LRP5"
"WNT","Wnt2","FZD9_LRP5"
"WNT","Wnt2b","FZD1_LRP5"
"WNT","Wnt2b","FZD10_LRP5"
"WNT","Wnt2b","FZD2_LRP5"
"WNT","Wnt2b","FZD3_LRP5"
"WNT","Wnt2b","FZD4_LRP5"
"WNT","Wnt2b","FZD5_LRP5"
"WNT","Wnt2b","FZD6_LRP5"
"WNT","Wnt2b","FZD7_LRP5"
"WNT","Wnt2b","FZD8_LRP5"
"WNT","Wnt2b","FZD9_LRP5"
"WNT","Wnt3","FZD1_LRP5"
"WNT","Wnt3","FZD10_LRP5"
"WNT","Wnt3","FZD2_LRP5"
"WNT","Wnt3","FZD3_LRP5"
"WNT","Wnt3","FZD4_LRP5"
"WNT","Wnt3","FZD5_LRP5"
"WNT","Wnt3","FZD6_LRP5"
"WNT","Wnt3","FZD7_LRP5"
"WNT","Wnt3","FZD8_LRP5"
"WNT","Wnt3","FZD9_LRP5"
"WNT","Wnt3a","FZD1_LRP5"
"WNT","Wnt3a","FZD10_LRP5"
"WNT","Wnt3a","FZD2_LRP5"
"WNT","Wnt3a","FZD3_LRP5"
"WNT","Wnt3a","FZD4_LRP5"
"WNT","Wnt3a","FZD5_LRP5"
"WNT","Wnt3a","FZD6_LRP5"
"WNT","Wnt3a","FZD7_LRP5"
"WNT","Wnt3a","FZD8_LRP5"
"WNT","Wnt3a","FZD9_LRP5"
"WNT","Wnt4","FZD1_LRP5"
"WNT","Wnt4","FZD10_LRP5"
"WNT","Wnt4","FZD2_LRP5"
"WNT","Wnt4","FZD3_LRP5"
"WNT","Wnt4","FZD4_LRP5"
"WNT","Wnt4","FZD5_LRP5"
"WNT","Wnt4","FZD6_LRP5"
"WNT","Wnt4","FZD7_LRP5"
"WNT","Wnt4","FZD8_LRP5"
"WNT","Wnt4","FZD9_LRP5"
"WNT","Wnt6","FZD1_LRP5"
"WNT","Wnt6","FZD10_LRP5"
"WNT","Wnt6","FZD2_LRP5"
"WNT","Wnt6","FZD3_LRP5"
"WNT","Wnt6","FZD4_LRP5"
"WNT","Wnt6","FZD5_LRP5"
"WNT","Wnt6","FZD6_LRP5"
"WNT","Wnt6","FZD7_LRP5"
"WNT","Wnt6","FZD8_LRP5"
"WNT","Wnt6","FZD9_LRP5"
"WNT","Wnt7a","FZD1_LRP5"
"WNT","Wnt7a","FZD10_LRP5"
"WNT","Wnt7a","FZD2_LRP5"
"WNT","Wnt7a","FZD3_LRP5"
"WNT","Wnt7a","FZD4_LRP5"
"WNT","Wnt7a","FZD5_LRP5"
"WNT","Wnt7a","FZD6_LRP5"
"WNT","Wnt7a","FZD7_LRP5"
"WNT","Wnt7a","FZD8_LRP5"
"WNT","Wnt7a","FZD9_LRP5"
"WNT","Wnt7b","FZD1_LRP5"
"WNT","Wnt7b","FZD10_LRP5"
"WNT","Wnt7b","FZD2_LRP5"
"WNT","Wnt7b","FZD3_LRP5"
"WNT","Wnt7b","FZD4_LRP5"
"WNT","Wnt7b","FZD5_LRP5"
"WNT","Wnt7b","FZD6_LRP5"
"WNT","Wnt7b","FZD7_LRP5"
"WNT","Wnt7b","FZD8_LRP5"
"WNT","Wnt7b","FZD9_LRP5"
"WNT","Wnt8a","FZD1_LRP5"
"WNT","Wnt8a","FZD10_LRP5"
"WNT","Wnt8a","FZD2_LRP5"
"WNT","Wnt8a","FZD3_LRP5"
"WNT","Wnt8a","FZD4_LRP5"
"WNT","Wnt8a","FZD5_LRP5"
"WNT","Wnt8a","FZD6_LRP5"
"WNT","Wnt8a","FZD7_LRP5"
"WNT","Wnt8a","FZD8_LRP5"
"WNT","Wnt8a","FZD9_LRP5"
"WNT","Wnt8b","FZD1_LRP5"
"WNT","Wnt8b","FZD10_LRP5"
"WNT","Wnt8b","FZD2_LRP5"
"WNT","Wnt8b","FZD3_LRP5"
"WNT","Wnt8b","FZD4_LRP5"
"WNT","Wnt8b","FZD5_LRP5"
"WNT","Wnt8b","FZD6_LRP5"
"WNT","Wnt8b","FZD7_LRP5"
"WNT","Wnt8b","FZD8_LRP5"
"WNT","Wnt8b","FZD9_LRP5"
"WNT","Wnt9a","FZD1_LRP5"
"WNT","Wnt9a","FZD10_LRP5"
"WNT","Wnt9a","FZD2_LRP5"
"WNT","Wnt9a","FZD3_LRP5"
"WNT","Wnt9a","FZD4_LRP5"
"WNT","Wnt9a","FZD5_LRP5"
"WNT","Wnt9a","FZD6_LRP5"
"WNT","Wnt9a","FZD7_LRP5"
"WNT","Wnt9a","FZD8_LRP5"
"WNT","Wnt9a","FZD9_LRP5"
"WNT","Wnt9b","FZD1_LRP5"
"WNT","Wnt9b","FZD10_LRP5"
"WNT","Wnt9b","FZD2_LRP5"
"WNT","Wnt9b","FZD3_LRP5"
"WNT","Wnt9b","FZD4_LRP5"
"WNT","Wnt9b","FZD5_LRP5"
"WNT","Wnt9b","FZD6_LRP5"
"WNT","Wnt9b","FZD7_LRP5"
"WNT","Wnt9b","FZD8_LRP5"
"WNT","Wnt9b","FZD9_LRP5"
"WNT","Wnt1","FZD1_LRP6"
"WNT","Wnt1","FZD10_LRP6"
"WNT","Wnt1","FZD2_LRP6"
"WNT","Wnt1","FZD3_LRP6"
"WNT","Wnt1","FZD4_LRP6"
"WNT","Wnt1","FZD5_LRP6"
"WNT","Wnt1","FZD6_LRP6"
"WNT","Wnt1","FZD7_LRP6"
"WNT","Wnt1","FZD8_LRP6"
"WNT","Wnt1","FZD9_LRP6"
"WNT","Wnt10a","FZD1_LRP6"
"WNT","Wnt10a","FZD10_LRP6"
"WNT","Wnt10a","FZD2_LRP6"
"WNT","Wnt10a","FZD3_LRP6"
"WNT","Wnt10a","FZD4_LRP6"
"WNT","Wnt10a","FZD5_LRP6"
"WNT","Wnt10a","FZD6_LRP6"
"WNT","Wnt10a","FZD7_LRP6"
"WNT","Wnt10a","FZD8_LRP6"
"WNT","Wnt10a","FZD9_LRP6"
"WNT","Wnt10b","FZD1_LRP6"
"WNT","Wnt10b","FZD10_LRP6"
"WNT","Wnt10b","FZD2_LRP6"
"WNT","Wnt10b","FZD3_LRP6"
"WNT","Wnt10b","FZD4_LRP6"
"WNT","Wnt10b","FZD5_LRP6"
"WNT","Wnt10b","FZD6_LRP6"
"WNT","Wnt10b","FZD7_LRP6"
"WNT","Wnt10b","FZD8_LRP6"
"WNT","Wnt10b","FZD9_LRP6"
"WNT","Wnt16","FZD1_LRP6"
"WNT","Wnt16","FZD10_LRP6"
"WNT","Wnt16","FZD2_LRP6"
"WNT","Wnt16","FZD3_LRP6"
"WNT","Wnt16","FZD4_LRP6"
"WNT","Wnt16","FZD5_LRP6"
"WNT","Wnt16","FZD6_LRP6"
"WNT","Wnt16","FZD7_LRP6"
"WNT","Wnt16","FZD8_LRP6"
"WNT","Wnt16","FZD9_LRP6"
"WNT","Wnt2","FZD1_LRP6"
"WNT","Wnt2","FZD10_LRP6"
"WNT","Wnt2","FZD2_LRP6"
"WNT","Wnt2","FZD3_LRP6"
"WNT","Wnt2","FZD4_LRP6"
"WNT","Wnt2","FZD5_LRP6"
"WNT","Wnt2","FZD6_LRP6"
"WNT","Wnt2","FZD7_LRP6"
"WNT","Wnt2","FZD8_LRP6"
"WNT","Wnt2","FZD9_LRP6"
"WNT","Wnt2b","FZD1_LRP6"
"WNT","Wnt2b","FZD10_LRP6"
"WNT","Wnt2b","FZD2_LRP6"
"WNT","Wnt2b","FZD3_LRP6"
"WNT","Wnt2b","FZD4_LRP6"
"WNT","Wnt2b","FZD5_LRP6"
"WNT","Wnt2b","FZD6_LRP6"
"WNT","Wnt2b","FZD7_LRP6"
"WNT","Wnt2b","FZD8_LRP6"
"WNT","Wnt2b","FZD9_LRP6"
"WNT","Wnt3","FZD1_LRP6"
"WNT","Wnt3","FZD10_LRP6"
"WNT","Wnt3","FZD2_LRP6"
"WNT","Wnt3","FZD3_LRP6"
"WNT","Wnt3","FZD4_LRP6"
"WNT","Wnt3","FZD5_LRP6"
"WNT","Wnt3","FZD6_LRP6"
"WNT","Wnt3","FZD7_LRP6"
"WNT","Wnt3","FZD8_LRP6"
"WNT","Wnt3","FZD9_LRP6"
"WNT","Wnt3a","FZD1_LRP6"
"WNT","Wnt3a","FZD10_LRP6"
"WNT","Wnt3a","FZD2_LRP6"
"WNT","Wnt3a","FZD3_LRP6"
"WNT","Wnt3a","FZD4_LRP6"
"WNT","Wnt3a","FZD5_LRP6"
"WNT","Wnt3a","FZD6_LRP6"
"WNT","Wnt3a","FZD7_LRP6"
"WNT","Wnt3a","FZD8_LRP6"
"WNT","Wnt3a","FZD9_LRP6"
"WNT","Wnt4","FZD1_LRP6"
"WNT","Wnt4","FZD10_LRP6"
"WNT","Wnt4","FZD2_LRP6"
"WNT","Wnt4","FZD3_LRP6"
"WNT","Wnt4","FZD4_LRP6"
"WNT","Wnt4","FZD5_LRP6"
"WNT","Wnt4","FZD6_LRP6"
"WNT","Wnt4","FZD7_LRP6"
"WNT","Wnt4","FZD8_LRP6"
"WNT","Wnt4","FZD9_LRP6"
"WNT","Wnt6","FZD1_LRP6"
"WNT","Wnt6","FZD10_LRP6"
"WNT","Wnt6","FZD2_LRP6"
"WNT","Wnt6","FZD3_LRP6"
"WNT","Wnt6","FZD4_LRP6"
"WNT","Wnt6","FZD5_LRP6"
"WNT","Wnt6","FZD6_LRP6"
"WNT","Wnt6","FZD7_LRP6"
"WNT","Wnt6","FZD8_LRP6"
"WNT","Wnt6","FZD9_LRP6"
"WNT","Wnt7a","FZD1_LRP6"
"WNT","Wnt7a","FZD10_LRP6"
"WNT","Wnt7a","FZD2_LRP6"
"WNT","Wnt7a","FZD3_LRP6"
"WNT","Wnt7a","FZD4_LRP6"
"WNT","Wnt7a","FZD5_LRP6"
"WNT","Wnt7a","FZD6_LRP6"
"WNT","Wnt7a","FZD7_LRP6"
"WNT","Wnt7a","FZD8_LRP6"
"WNT","Wnt7a","FZD9_LRP6"
"WNT","Wnt7b","FZD1_LRP6"
"WNT","Wnt7b","FZD10_LRP6"
"WNT","Wnt7b","FZD2_LRP6"
"WNT","Wnt7b","FZD3_LRP6"
"WNT","Wnt7b","FZD4_LRP6"
"WNT","Wnt7b","FZD5_LRP6"
"WNT","Wnt7b","FZD6_LRP6"
"WNT","Wnt7b","FZD7_LRP6"
"WNT","Wnt7b","FZD8_LRP6"
"WNT","Wnt7b","FZD9_LRP6"
"WNT","Wnt8a","FZD1_LRP6"
"WNT","Wnt8a","FZD10_LRP6"
"WNT","Wnt8a","FZD2_LRP6"
"WNT","Wnt8a","FZD3_LRP6"
"WNT","Wnt8a","FZD4_LRP6"
"WNT","Wnt8a","FZD5_LRP6"
"WNT","Wnt8a","FZD6_LRP6"
"WNT","Wnt8a","FZD7_LRP6"
"WNT","Wnt8a","FZD8_LRP6"
"WNT","Wnt8a","FZD9_LRP6"
"WNT","Wnt8b","FZD1_LRP6"
"WNT","Wnt8b","FZD10_LRP6"
"WNT","Wnt8b","FZD2_LRP6"
"WNT","Wnt8b","FZD3_LRP6"
"WNT","Wnt8b","FZD4_LRP6"
"WNT","Wnt8b","FZD5_LRP6"
"WNT","Wnt8b","FZD6_LRP6"
"WNT","Wnt8b","FZD7_LRP6"
"WNT","Wnt8b","FZD8_LRP6"
"WNT","Wnt8b","FZD9_LRP6"
"WNT","Wnt9a","FZD1_LRP6"
"WNT","Wnt9a","FZD10_LRP6"
"WNT","Wnt9a","FZD2_LRP6"
"WNT","Wnt9a","FZD3_LRP6"
"WNT","Wnt9a","FZD4_LRP6"
"WNT","Wnt9a","FZD5_LRP6"
"WNT","Wnt9a","FZD6_LRP6"
"WNT","Wnt9a","FZD7_LRP6"
"WNT","Wnt9a","FZD8_LRP6"
"WNT","Wnt9a","FZD9_LRP6"
"WNT","Wnt9b","FZD1_LRP6"
"WNT","Wnt9b","FZD10_LRP6"
"WNT","Wnt9b","FZD2_LRP6"
"WNT","Wnt9b","FZD3_LRP6"
"WNT","Wnt9b","FZD4_LRP6"
"WNT","Wnt9b","FZD5_LRP6"
"WNT","Wnt9b","FZD6_LRP6"
"WNT","Wnt9b","FZD7_LRP6"
"WNT","Wnt9b","FZD8_LRP6"
"WNT","Wnt9b","FZD9_LRP6"
"ncWNT","Wnt5a","Fzd1"
"ncWNT","Wnt5a","Fzd10"
"ncWNT","Wnt5a","Fzd2"
"ncWNT","Wnt5a","Fzd3"
"ncWNT","Wnt5a","Fzd4"
"ncWNT","Wnt5a","Fzd5"
"ncWNT","Wnt5a","Fzd6"
"ncWNT","Wnt5a","Fzd7"
"ncWNT","Wnt5a","Fzd8"
"ncWNT","Wnt5a","Fzd9"
"ncWNT","Wnt5a","Mcam"
"ncWNT","Wnt5b","Fzd1"
"ncWNT","Wnt5b","Fzd10"
"ncWNT","Wnt5b","Fzd2"
"ncWNT","Wnt5b","Fzd3"
"ncWNT","Wnt5b","Fzd4"
"ncWNT","Wnt5b","Fzd5"
"ncWNT","Wnt5b","Fzd6"
"ncWNT","Wnt5b","Fzd7"
"ncWNT","Wnt5b","Fzd8"
"ncWNT","Wnt5b","Fzd9"
"ncWNT","Wnt11","Fzd1"
"ncWNT","Wnt11","Fzd10"
"ncWNT","Wnt11","Fzd2"
"ncWNT","Wnt11","Fzd3"
"ncWNT","Wnt11","Fzd4"
"ncWNT","Wnt11","Fzd5"
"ncWNT","Wnt11","Fzd6"
"ncWNT","Wnt11","Fzd7"
"ncWNT","Wnt11","Fzd8"
"ncWNT","Wnt11","Fzd9"
"EGF","Egf","Egfr"
"EGF","Egf","EGFR_ERBB2"
"EGF","Tgfa","Egfr"
"EGF","Tgfa","EGFR_ERBB2"
"EGF","Areg","Egfr"
"EGF","Areg","EGFR_ERBB2"
"EGF","Btc","Egfr"
"EGF","Btc","EGFR_ERBB2"
"EGF","Btc","Erbb4"
"EGF","Btc","ERBB2_ERBB4"
"EGF","Hbegf","Egfr"
"EGF","Hbegf","EGFR_ERBB2"
"EGF","Hbegf","Erbb4"
"EGF","Hbegf","ERBB2_ERBB4"
"EGF","Ereg","Egfr"
"EGF","Ereg","EGFR_ERBB2"
"EGF","Ereg","Erbb4"
"EGF","Ereg","ERBB2_ERBB4"
"NRG","Nrg1","Erbb3"
"NRG","Nrg1","ERBB2_ERBB3"
"NRG","Nrg1","Erbb4"
"NRG","Nrg1","ERBB2_ERBB4"
"NRG","Nrg2","Erbb3"
"NRG","Nrg2","ERBB2_ERBB3"
"NRG","Nrg2","Erbb4"
"NRG","Nrg2","ERBB2_ERBB4"
"NRG","Nrg3","Erbb4"
"NRG","Nrg3","ERBB2_ERBB4"
"NRG","Nrg4","Erbb4"
"NRG","Nrg4","ERBB2_ERBB4"
"NRG","Nrg1","ITGAV_ITGB3"
"FGF","Fgf1","Fgfr1"
"FGF","Fgf1","Fgfr2"
"FGF","Fgf1","Fgfr3"
"FGF","Fgf1","Fgfr4"
"FGF","Fgf2","Fgfr1"
"FGF","Fgf2","Fgfr2"
"FGF","Fgf2","Fgfr3"
"FGF","Fgf2","Fgfr4"
"FGF","Fgf4","Fgfr1"
"FGF","Fgf4","Fgfr2"
"FGF","Fgf4","Fgfr3"
"FGF","Fgf4","Fgfr4"
"FGF","Fgf5","Fgfr1"
"FGF","Fgf5","Fgfr2"
"FGF","Fgf5","Fgfr3"
"FGF","Fgf5","Fgfr4"
"FGF","Fgf6","Fgfr1"
"FGF","Fgf6","Fgfr2"
"FGF","Fgf6","Fgfr3"
"FGF","Fgf6","Fgfr4"
"FGF","Fgf7","Fgfr1"
"FGF","Fgf7","Fgfr2"
"FGF","Fgf3","Fgfr1"
"FGF","Fgf3","Fgfr2"
"FGF","Fgf10","Fgfr1"
"FGF","Fgf10","Fgfr2"
"FGF","Fgf22","Fgfr2"
"FGF","Fgf8","Fgfr1"
"FGF","Fgf8","Fgfr2"
"FGF","Fgf8","Fgfr3"
"FGF","Fgf8","Fgfr4"
"FGF","Fgf17","Fgfr1"
"FGF","Fgf17","Fgfr2"
"FGF","Fgf17","Fgfr3"
"FGF","Fgf17","Fgfr4"
"FGF","Fgf18","Fgfr1"
"FGF","Fgf18","Fgfr2"
"FGF","Fgf18","Fgfr3"
"FGF","Fgf18","Fgfr4"
"FGF","Fgf9","Fgfr1"
"FGF","Fgf9","Fgfr2"
"FGF","Fgf9","Fgfr3"
"FGF","Fgf9","Fgfr4"
"FGF","Fgf20","Fgfr1"
"FGF","Fgf20","Fgfr2"
"FGF","Fgf20","Fgfr3"
"FGF","Fgf20","Fgfr4"
"FGF","Fgf16","Fgfr1"
"FGF","Fgf16","Fgfr2"
"FGF","Fgf16","Fgfr3"
"FGF","Fgf16","Fgfr4"
"FGF","Fgf15","Fgfr1"
"FGF","Fgf15","Fgfr2"
"FGF","Fgf15","Fgfr3"
"FGF","Fgf15","Fgfr4"
"FGF","Fgf21","Fgfr1"
"FGF","Fgf21","Fgfr3"
"FGF","Fgf23","Fgfr1"
"FGF","Fgf23","Fgfr3"
"FGF","Fgf23","Fgfr4"
"PDGF","Pdgfa","Pdgfra"
"PDGF","Pdgfa","Pdgfrb"
"PDGF","Pdgfb","Pdgfra"
"PDGF","Pdgfb","Pdgfrb"
"PDGF","Pdgfc","Pdgfra"
"PDGF","Pdgfd","Pdgfrb"
"VEGF","Vegfa","Flt1"
"VEGF","Vegfa","Kdr"
"VEGF","Vegfb","Flt1"
"VEGF","Vegfc","Flt4"
"VEGF","Vegfc","Kdr"
"VEGF","Vegfd","Flt4"
"VEGF","Vegfd","Kdr"
"VEGF","Pgf","Flt1"
"VEGF","Vegfa","FLT1_KDR"
"VEGF","Vegfc","FLT4_KDR"
"VEGF","Vegfd","FLT4_KDR"
"IGF","Igf1","Igf1r"
"IGF","Igf2","Igf1r"
"IGF","Igf2","Igf2r"
"IGF","Igf1","ITGAV_ITGB3"
"IGF","Igf1","ITGA6_ITGB4"
"IGF","Igf2","ITGAV_ITGB3"
"IGF","Igf2","ITGA6_ITGB4"
"IGF","Igfl3","Igflr1"
"INSULIN","Ins1","Insr"
"INSULIN","Ins2","Insr"
"APELIN","Apln","Aplnr"
